0	0
0	68
0	74
0	83
0	88
0	91
0	92
0	96
0	97
0	100
0	101
0	102
0	104
0	105
0	106
0	107
0	108
0	109
0	110
0	111
0	113
0	114
0	115
0	116
0	117
0	120
0	121
0	122
0	124
0	125
0	126
0	128
0	129
0	130
0	131
0	134
0	136
0	140
0	141
0	142
0	143
0	144
0	145
0	146
0	147
0	149
0	150
0	152
0	153
0	154
1	1
1	63
1	64
1	65
1	66
1	67
1	68
1	70
1	71
1	72
1	73
1	74
1	76
1	77
1	78
1	79
1	80
1	81
1	82
1	83
1	85
1	86
1	87
1	88
1	90
1	91
1	93
1	94
1	95
1	96
1	99
1	100
1	104
1	113
1	119
1	120
1	124
1	125
1	126
1	127
1	129
1	130
1	131
1	132
1	135
1	137
1	141
1	142
1	143
1	144
1	145
1	146
1	147
1	148
1	150
1	151
1	153
1	154
2	2
2	62
2	63
2	70
2	76
2	85
2	90
2	94
2	95
2	96
2	97
2	100
2	101
2	105
2	114
2	120
2	121
2	129
2	134
2	135
2	137
2	139
2	140
2	141
2	150
2	153
3	3
3	63
3	64
3	71
3	77
3	86
3	91
3	95
3	96
3	97
3	98
3	101
3	102
3	106
3	115
3	121
3	122
3	130
3	135
3	136
3	138
3	140
3	141
3	142
3	151
3	154
4	4
4	64
4	65
4	72
4	78
4	87
4	92
4	93
4	94
4	95
4	100
4	101
4	104
4	105
4	106
4	108
4	109
4	110
4	111
4	112
4	113
4	114
4	115
4	117
4	118
4	119
4	120
4	121
4	125
4	126
4	127
4	128
4	129
4	130
4	132
4	133
4	134
4	135
4	138
4	140
4	144
4	145
4	146
4	147
4	148
4	149
4	150
4	151
4	153
4	154
5	5
5	62
5	65
5	66
5	73
5	79
5	88
5	94
5	95
5	96
5	101
5	102
5	105
5	106
5	107
5	109
5	110
5	111
5	112
5	113
5	114
5	115
5	116
5	118
5	119
5	120
5	121
5	122
5	124
5	126
5	127
5	128
5	129
5	130
5	131
5	133
5	134
5	135
5	136
5	139
5	141
5	145
5	146
5	147
5	148
5	149
5	150
5	151
5	152
5	154
6	6
6	63
6	66
6	67
6	74
6	80
6	89
6	93
6	94
6	98
6	99
6	100
6	101
6	104
6	105
6	109
6	118
6	126
6	133
6	138
6	139
6	141
6	143
6	144
6	145
6	154
7	7
7	64
7	67
7	68
7	75
7	81
7	90
7	94
7	95
7	99
7	100
7	101
7	102
7	105
7	106
7	110
7	119
7	124
7	127
7	134
7	139
7	140
7	142
7	144
7	145
7	146
8	8
8	65
8	68
8	69
8	76
8	82
8	91
8	95
8	96
8	100
8	101
8	102
8	103
8	106
8	107
8	111
8	120
8	125
8	128
8	135
8	140
8	141
8	143
8	145
8	146
8	147
9	9
9	66
9	69
9	70
9	77
9	83
9	92
9	96
9	97
9	101
9	102
9	103
9	104
9	107
9	108
9	112
9	121
9	126
9	129
9	136
9	141
9	142
9	144
9	146
9	147
9	148
10	10
10	63
10	64
10	65
10	66
10	68
10	69
10	72
10	73
10	74
10	75
10	76
10	77
10	79
10	80
10	81
10	82
10	83
10	85
10	86
10	87
10	88
10	89
10	90
10	91
10	92
10	97
10	98
10	102
10	103
10	104
10	105
10	108
10	109
10	113
10	122
10	124
10	125
10	126
10	128
10	129
10	131
10	132
10	133
10	134
10	135
10	136
10	138
10	139
10	140
10	141
10	144
10	146
10	150
10	151
10	152
10	153
10	154
11	11
11	63
